Investigation title,Investigation number,Investigation webpage,Occurrence date,Report status,Report release
"Aircraft flight preparation occurrence involving Boeing 787-9, VH-ZNJ, Melbourne Airport, Victoria, on 22 September 2021",AO-2021-040,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-040,22/09/2021,Final,17/05/2022
"Taxiing excursion involving Fokker F100, VH-FKD, Laverton Airport, Western Australia, on 28 September 2021",AO-2021-041,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-041,28/09/2021,Final,21/01/2022
"Main rotor blade cracking involving Airbus Helicopters Deutschland BO105 CBS-5, VH-NVH, at Archerfield Aerodrome, Queensland, on 18 August 2021",AO-2021-035,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-035,19/08/2021,Final,23/08/2023
"Uncommanded power reduction involving Beechcraft King Air B200C, VH-VAH, at Essendon Aerodrome, Victoria, on 19 August 2021",AO-2021-034,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-034,19/08/2021,Final,21/10/2022
"Flight below minimum altitude involving Aero Commander 500 S, VH-LTP, near Adelaide Airport, South Australia, on 12 August 2021",AO-2021-033,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-033,12/08/2021,Final,01/03/2022
"In-flight break-up, Stolp Acroduster II SA-750, VH-YEL, 16 km north-east of Caboolture airfield, Queensland, on 18 August 2021",AO-2021-032,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-032,18/08/2021,Final,28/04/2023
Technical assistance to CASA in the examination of the rear wing spar from a Pacific Aerospace Corporation CT4/B aircraft,AE-2021-029,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ae-2021-029,27/10/2022,Final,04/05/2022
"Incorrect configuration involving Bombardier DHC-8-402, VH-QOY, near Sydney, New South Wales, on 12 July 2021",AO-2021-028,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-028,12/07/2021,Final,23/03/2022
"Uncontrolled pressurisation change involving Boeing 737, VH-XMO, near Melbourne Airport, Victoria, 6 July 2021",AO-2021-030,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-030,06/07/2021,Final,02/03/2022
"Collision with terrain involving Cessna A150M, VH-CYO, 5 km west-south-west of Peachester, Queensland, on 23 June 2021",AO-2021-025,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-025,23/06/2021,Final,10/08/2022
"Stick shaker activation involving Saab 340B, VH-ZLJ, 30.7 km south-west of Perth Airport, Western Australia, on 6 July 2021",AO-2021-027,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-027,06/07/2021,Final,09/03/2022
"Landing gear retraction deactivation and return involving a Boeing 787, VH-ZNH, near Sydney Airport, New South Wales, 21 June 2021",AO-2021-026,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-026,21/06/2021,Final,16/11/2021
"Engine power loss and collision with terrain involving Piper PA-32-300, VH-CWK, near Moorabbin Airport, Victoria, on 22 June 2021",AO-2021-024,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-024,22/06/2021,Final,14/09/2022
"Tail rotor blade strike involving Leonardo Helicopters AW139, VH-TJK, Shelly Beach, New South Wales, on 30 May 2021",AO-2021-022,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-022,30/05/2021,Final,15/08/2023
"Airborne collision alert involving AgustaWestland AW139, VH-YXH and Piper PA-44-180, VH-HMQ, Mangalore Airport, Victoria, on 6 June 2021",AO-2021-023,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-023,06/06/2021,Final,27/05/2022
"Loss of control and near collision with terrain involving Leonardo Helicopters AW139, VH-TJH, near Katoomba, New South Wales, on 26 March 2021",AO-2021-018,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-018,26/03/2021,Final,14/07/2023
"Wirestrike and collision with terrain involving Robinson R22, VH-KLY, 75 km west-north-west of Hay, New South Wales, on 26 May 2021",AO-2021-020,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-020,26/05/2021,Final,30/03/2022
"Flight below the minimum safe altitude involving Beechcraft Baron 95-B55, VH-CBG, 5 km north-east of Parafield Airport, South Australia, on 13 May 2021",AO-2021-021,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-021,13/05/2021,Final,22/10/2021
"Technical review of the Transportation Safety Board of Canada's investigation A19Q0109 - Main rotor blade failure in flight, Robinson R44 helicopter C-FJLH, 10 July 2019",AE-2021-019,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ae-2021-019,10/07/2019,Final,31/08/2021
"VFR into IMC and in-flight break-up involving Van's Aircraft RV-7A, VH-XWI, 90 km south of Charters Towers, Queensland, on 23 April 2021",AO-2021-017,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-017,23/04/2021,Final,09/11/2022
"Loss of control and collision with terrain involving Cessna R172K, VH-DLA, near Sutton, New South Wales, on 13 April 2021",AO-2021-016,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-016,13/04/2021,Final,25/02/2022
"Flight below minimum safe altitude, Piper PA-31 Mojave, VH-XGW, near Bankstown Airport, New South Wales, on 22 March 2021",AO-2021-014,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-014,22/03/2021,Final,06/12/2021
"Accredited Representative to the NTSB - Engine failure involving a Vans RV-4, registered N423WH, at Sadler, Texas, United States, on 7 December 2020",AE-2021-013,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ae-2021-013,07/12/2020,Final,
"Carbon monoxide indication during flight involving Piper PA-28, VH-PZG, near Bankstown Airport, New South Wales, on 8 March 2021",AO-2021-011,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-011,08/03/2021,Final,02/06/2022
"Engine power loss and forced landing involving Robinson R22 Beta, VH-HCX, 4 km south-west of Geraldton Airport, Western Australia, on 20 February 2021",AO-2021-008,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-008,20/02/2021,Final,16/12/2021
"Flight below lowest safe altitude and ground proximity alert involving Leonardo Helicopters AW139, VH-PVO, 44 km north-north-west of Latrobe Regional Airport, Victoria, on 4 March 2021",AO-2021-010,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-010,04/03/2021,Final,02/12/2021
"Drive system failure and forced landing, involving Robinson Helicopter Company R44 Clipper II, VH-SXC, 1 km west of Hamilton Island, Queensland, on 3 February 2021",AO-2021-007,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-007,03/02/2021,Final,22/02/2023
"VFR into IMC involving a Piper PA-28, VH-FPS, near Warrnambool, Victoria, on 25 February 2021",AO-2021-009,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-009,25/02/2021,Final,16/07/2021
"Cabin depressurisation involving Airbus A330, VH-EBK, 235 NM (435 km) south-west of Adelaide, South Australia, on 5 February 2021",AO-2021-005,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-005,05/02/2021,Final,21/03/2023
"Collision with terrain involving Robinson R22 Beta II, VH-HKC, 87 km north of Hughenden Aerodrome, Queensland, on 11 February 2021",AO-2021-006,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-006,11/02/2021,Final,09/02/2023
"Flight below the minimum safe altitude involving Fairchild SA227, VH-OZV, 9 km east of Melbourne Airport, Victoria, on 18 January 2021",AO-2021-003,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-003,18/01/2021,Final,25/06/2021
"Partial power loss and collision with terrain involving Dynaero MCR-01 VLA, VH-SIP, near Serpentine Airfield, Western Australia, on 28 December 2020",AO-2020-065,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-065,28/12/2020,Final,08/03/2023
"Loss of control and collision with terrain involving DJI Inspire 2, remotely piloted aircraft, Darling Harbour, Sydney, New South Wales, on 15 January 2021",AO-2021-001,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-001,15/01/2021,Final,23/06/2022
"Fuel data occurrence involving Bombardier Dash-8-315, VH-TQE, Tamworth Regional Airport, New South Wales, on 15 January 2021",AO-2021-002,https://www.atsb.gov.au/publications/investigation_reports/2021/aair/ao-2021-002,15/01/2021,Final,30/09/2021
"Loss of control and collision with terrain involving Robinson R44 II, VH-HOB, near Clare, South Australia, on 22 December 2020",AO-2020-064,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-064,22/12/2020,Final,08/12/2022
"In-flight break-up involving Robinson R44 Raven I, VH-HGU, 31 km east of Goulburn Airport, New South Wales, on 2 December 2020",AO-2020-061,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-061,02/12/2020,Final,06/04/2022
"Separation occurrence involving Airbus A320-232, VH-VGP and Jabiru J230D, 24-7456, near Ballina Byron Gateway Airport, New South Wales, on 28 November 2020",AO-2020-062,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-062,28/11/2020,Final,25/03/2022
"Engine failure and collision with terrain involving S.E.D.E. Morane-Saulnier MS.893A, VH-UQI 22 km south-west of Archerfield Airport, Queensland, on 6 November 2020",AO-2020-060,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-060,06/11/2020,Final,02/06/2023
"Collision with terrain involving Aquila AT01, VH-OIS, Coombing Park Airstrip, 27 km south of Orange, New South Wales, on 4 November 2020",AO-2020-059,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-059,04/11/2020,Final,04/05/2023
"Engine power loss and low speed rejected take-off involving Airbus A320-232, VH-VFF, Brisbane Airport, Queensland, on 23 October 2020",AO-2020-058,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-058,23/10/2020,Final,16/08/2021
"Take-off from a closed runway involving Fairchild Industries SA226, VH-LDQ, at Gunnedah Airport, New South Wales, on 20 August 2020",AO-2020-056,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-056,20/08/2020,Final,26/10/2021
"Helicopter winching incident involving Eurocopter AS365, VH-WPX, near Swanbourne, Western Australia, on 29 September 2020",AO-2020-053,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-053,29/09/2020,Final,22/09/2021
"Partial pilot incapacitation involving Piper PA-28, VH-TBB, 19 km south-east of Moree, New South Wales, on 23 September 2020",AO-2020-055,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-055,23/09/2020,Final,30/07/2021
"Collision on runway between Extra EA-300 aeroplane, VH-EXR and Guimbal Cabri G2 helicopter, VH-LTO, Caloundra Airport, Queensland, on 18 September 2020",AO-2020-051,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-051,18/09/2020,Final,12/10/2021
"Avionics system event involving Fokker F100, VH-FNR, West Angelas Aerodrome, Western Australia, on 1 September 2020",AO-2020-046,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-046,01/09/2020,Final,22/07/2021
"Technical assistance to RAAus - Collision with terrain, Airborne XT-912 Tourer, recreational registration 32-6225, Gatton Airpark, Gatton, Queensland, on 17 September 2020",AE-2020-048,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ae-2020-048,17/09/2020,Final,23/09/2020
"Runway incursion involving a SAAB 340B, VH-ZRH, Carnarvon Airport, Western Australia, on 31 August 2020",AO-2020-045,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-045,31/08/2020,Final,15/12/2021
"Rotor drive system failure and collision with terrain involving a Robinson Helicopter Company R22, VH-YMU, 44 km south of McArthur River Mine Airport, Northern Territory, on 16 August 2020",AO-2020-043,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-043,16/08/2020,Final,04/04/2023
"Depressurisation involving a Fokker 100, VH-NHC, 167 km south-south-east of Geraldton Airport, Western Australia, on 10 August 2020",AO-2020-041,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-041,10/08/2020,Final,12/02/2021
"Loss of control and near collision with terrain, Leonardo Helicopters AW139, VH-TJO, 25 km east of Goulburn Airport, New South Wales, on 24 July 2020",AO-2020-038,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-038,23/07/2020,Final,08/04/2022
"Wirestrike and collision with terrain involving Robinson R44, VH-HNF, 69 km south-east of Hay Airport (Steam Plains), New South Wales, on 31 July 2020",AO-2020-040,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-040,31/07/2020,Final,04/03/2022
"Door failure and depressurisation involving a Cessna 441, VH-LBY, near Broome, Western Australia, on 22 July 2020",AO-2020-036,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-036,22/07/2020,Final,30/06/2021
"Runway incursion involving Sling 2, VH-ZSD, Moorabbin Airport, Victoria, on 23 July 2020",AO-2020-037,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-037,23/07/2020,Final,29/06/2021
"Accredited representative to the Papua New Guinea Accident Investigation Commission investigation into a collision with terrain, involving Cessna 402C, registered VH-TSI, near Papa Lealea, Central Province, Papua New Guinea, on 26 July 2020",AE-2020-039,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ae-2020-039,26/07/2020,Final,06/01/2021
"Loss of control during taxi, involving RF Designs Mephisto, remotely piloted aircraft, Bruhl Airfield, 2 km south-west of Tara, Queensland, on 19 June 2020",AO-2020-035,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-035,19/06/2020,Final,14/06/2022
"Runway undershoot involving Beechcraft B200, VH-FDO, at Cairns Airport, Queensland, on 9 July 2020",AO-2020-034,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-034,09/07/2020,Final,03/02/2021
"In-flight break-up, Robinson R44 Raven I, VH-NBY, 3 km north of Broome Airport, Western Australia, on 4 July 2020",AO-2020-033,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-033,04/07/2020,Final,12/04/2023
"Pilot incapacitation involving Cessna 208B, VH-DQP, near Brisbane Airport, Queensland, on 2 July 2020",AO-2020-032,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-032,02/07/2020,Final,26/05/2021
"Accredited representative to the Papua New Guinea Accident Investigation Commission’s investigation into an air contamination event involving Bombardier Inc. DHC-8-402, VH-QOE, on 16 March 2020",AE-2020-029,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ae-2020-029,16/03/2020,Final,27/08/2021
"Unreliable Airspeed Indication involving Pilatus PC-12/47E, VH-OWI, near Albany, Western Australia, on 22 June 2020",AO-2020-030,https://www.atsb.gov.au/publications/investigation_reports/2020/aair/ao-2020-030,22/06/2020,Final,21/07/2021
